Región	Hotspot	Tipo de costa	Temporada	Promedio de individuos	Promedio límite inferior	Promedio límite superior	Distancia avistamiento (km)	Densidad lineal	Densidad lineal límite inferior	Densidad lineal límite superior	Latitud	Longitud
Los Lagos	Villa Rucahue	ESTUARIO	No reproductiva	35.94117647	8	73	0.8	44.92647059	10	91.25	-41.5007834	-72.8102045
Los Lagos	Villa Rucahue	ESTUARIO	Reproductiva	12.50793651	6.397222222	19.50753968	0.8	15.63492063	7.996527778	24.3844246	-41.5007834	-72.8102045
Los Lagos	Chamiza--Playa	ESTUARIO	No reproductiva	207.7826087	98.95597826	364.5842391	0.85	244.4501279	116.418798	428.9226343	-41.507	-72.857
Los Lagos	Chamiza--Playa	ESTUARIO	Reproductiva	32.08888889	24.22305556	40.51111111	0.85	37.75163399	28.49771242	47.66013072	-41.507	-72.857
Los Lagos	Iglesia Piedra Azul	ARENA	No reproductiva	19.3125	4.4390625	44.240625	1	19.3125	4.4390625	44.240625	-41.5074689	-72.7940967
Los Lagos	Iglesia Piedra Azul	ARENA	Reproductiva	52.30769231	11.38846154	112.8923077	1	52.30769231	11.38846154	112.8923077	-41.5074689	-72.7940967
Los Lagos	Puente Chinquihue	OTRO	Reproductiva	0.375	0	1.125	0.24	1.5625	0	4.6875	-41.5107528	-73.0252342
Los Lagos	Puente Chinquihue	OTRO	No reproductiva	0	0	0	0.24	0	0	0	-41.5107528	-73.0252342
Los Lagos	Ralimó	ARENA	No reproductiva	1.45	0	4	1	1.45	0	4	-41.5135475	-72.7820341
Los Lagos	Ralimó	ARENA	Reproductiva	8.166666667	0.055555556	20.49861111	1	8.166666667	0.055555556	20.49861111	-41.5135475	-72.7820341
Los Lagos	Pichiquillaipe	ARENA	No reproductiva	6.25	0	18.75	0.8	7.8125	0	23.4375	-41.5215595	-72.7642965
Los Lagos	Pichiquillaipe	ARENA	Reproductiva	0.428571429	0	1	0.8	0.535714286	0	1.25	-41.5215595	-72.7642965
Los Lagos	Estero Tordillo--Desembocadura	ARENA	Reproductiva	2.666666667	0	6	0.55	4.848484848	0	10.90909091	-41.5266151	-73.7920889
Los Lagos	Quillaipe	ESTUARIO	No reproductiva	6.056420233	4.136673152	8.372519455	0.7	8.652028905	5.909533074	11.96074208	-41.5307483	-72.7408648
Los Lagos	Quillaipe	ESTUARIO	Reproductiva	9.380327869	6.583770492	12.45204918	0.7	13.40046838	9.405386417	17.78864169	-41.5307483	-72.7408648
Los Lagos	Puerto Chinquio	ARENA	No reproductiva	0.333333333	0	1	0.1	3.333333333	0	10	-41.530804	-73.0442
Los Lagos	Puerto Chinquio	ARENA	Reproductiva	0	0	0	0.1	0	0	0	-41.530804	-73.0442
Los Lagos	Isla Maillen--Sector Puqueldon	ARENA	Reproductiva	0.875	0	2	0.5	1.75	0	4	-41.554894	-72.998093
Los Lagos	Puerto Godoy	ARENA	No reproductiva	0.4	0	1.2	1	0.4	0	1.2	-41.5568908	-73.7534398
Los Lagos	Puerto Godoy	ARENA	Reproductiva	4.823529412	2.294117647	7.411764706	1	4.823529412	2.294117647	7.411764706	-41.5568908	-73.7534398
Los Lagos	Punta Panitao	ARENA	Reproductiva	0	0	0	0.84	0	0	0	-41.5613897	-73.0319595
Los Lagos	Quillaipe--Piedra Blanca	ARENA	No reproductiva	2.25	0.5	4	1	2.25	0.5	4	-41.570505	-72.7266033
Los Lagos	Quillaipe--Piedra Blanca	ARENA	Reproductiva	3.75	1.41875	6.416666667	1	3.75	1.41875	6.416666667	-41.570505	-72.7266033
Los Lagos	Isla Maillen	ESTUARIO	Reproductiva	19.15384615	3.538461538	42.76346154	0.8	23.94230769	4.423076923	53.45432692	-41.5742101	-72.9915653
Los Lagos	Cholco	ARENA	Reproductiva	0.666666667	0	2	1	0.666666667	0	2	-41.5801003	-72.7028666
Los Lagos	SN Humedales del Río Maullín--Humedal Las Lajas	ARENA	No reproductiva	33.45555556	24.02444444	46.08611111	0.8	41.81944444	30.03055556	57.60763889	-41.5831895	-73.6756253
Los Lagos	SN Humedales del Río Maullín--Humedal Las Lajas	ARENA	Reproductiva	7.077586207	5.18987069	9.248922414	0.8	8.846982759	6.487338362	11.56115302	-41.5831895	-73.6756253
Los Lagos	Puntilla Quenuir Bajo	ARENA	No reproductiva	10.36842105	4.267105263	18.05	1	10.36842105	4.267105263	18.05	-41.5885666	-73.6609637
Los Lagos	Puntilla Quenuir Bajo	ARENA	Reproductiva	6.814814815	3.814814815	10.99907407	1	6.814814815	3.814814815	10.99907407	-41.5885666	-73.6609637
Los Lagos	Metri	ARENA	No reproductiva	0.769230769	0	2.307692308	0.45	1.709401709	0	5.128205128	-41.5901068	-72.7037108
Los Lagos	Metri	ARENA	Reproductiva	4.64	1.561	9.119	0.45	10.31111111	3.468888889	20.26444444	-41.5901068	-72.7037108
Los Lagos	Playa Pichicuyen	ARENA	No reproductiva	1.055555556	0.111111111	2.222222222	0.7	1.507936508	0.158730159	3.174603175	-41.5933158	-73.6806342
Los Lagos	Playa Pichicuyen	ARENA	Reproductiva	1.7	0.6	2.8975	0.7	2.428571429	0.857142857	4.139285714	-41.5933158	-73.6806342
Los Lagos	Laguna Quenuir bajo	ARENA	No reproductiva	4.152941176	1.058823529	8.386764706	1	4.152941176	1.058823529	8.386764706	-41.594227	-73.671042
Los Lagos	Laguna Quenuir bajo	ARENA	Reproductiva	1.044247788	0.522123894	1.743141593	1	1.044247788	0.522123894	1.743141593	-41.594227	-73.671042
Los Lagos	Parque Pangal	ESTUARIO	No reproductiva	8.6	0.1	24.7975	1	8.6	0.1	24.7975	-41.6030566	-73.6504173
Los Lagos	Parque Pangal	ESTUARIO	Reproductiva	1.55	0.4	3.14875	1	1.55	0.4	3.14875	-41.6030566	-73.6504173
Los Lagos	Río Lenca--Desembocadura	ESTUARIO	No reproductiva	17.70588235	3.823529412	38.43823529	0.6	29.50980392	6.37254902	64.06372549	-41.608015	-72.690507
Los Lagos	Río Lenca--Desembocadura	ESTUARIO	Reproductiva	5.08	3.32	7.059	0.6	8.466666667	5.533333333	11.765	-41.608015	-72.690507
Los Lagos	Lenca (Los Lagos)	ESTUARIO	No reproductiva	5.533333333	1.335	12.33166667	0.7	7.904761905	1.907142857	17.61666667	-41.6085599	-72.6713043
Los Lagos	Lenca (Los Lagos)	ESTUARIO	Reproductiva	5.035714286	2.178571429	8.60625	0.7	7.193877551	3.112244898	12.29464286	-41.6085599	-72.6713043
Los Lagos	Caleta Ilque	ARENA	No reproductiva	0.142857143	0	0.428571429	0.55	0.25974026	0	0.779220779	-41.617745	-73.084897
Los Lagos	Caleta Ilque	ARENA	Reproductiva	0	0	0	0.55	0	0	0	-41.617745	-73.084897
Los Lagos	Río Chaica--Desembocadura	ESTUARIO	No reproductiva	17.72727273	7.855454545	29.61772727	0.72	24.62121212	10.91035354	41.13573232	-41.6188654	-72.6662061
Los Lagos	Río Chaica--Desembocadura	ESTUARIO	Reproductiva	10	6.453301887	14.37641509	0.72	13.88888889	8.962919287	19.96724319	-41.6188654	-72.6662061
Los Lagos	Amortajado--playa	ESTUARIO	No reproductiva	2	0	6	1	2	0	6	-41.637705	-73.6699486
Los Lagos	Amortajado--playa	ESTUARIO	Reproductiva	0.941176471	0.294117647	1.647058824	1	0.941176471	0.294117647	1.647058824	-41.637705	-73.6699486
Los Lagos	SN Humedales del Río Maullín--Pasaje Amortajado	ESTUARIO	No reproductiva	2.6	0.4	5	1	2.6	0.4	5	-41.6454813	-73.6619763
Los Lagos	SN Humedales del Río Maullín--Pasaje Amortajado	ESTUARIO	Reproductiva	1.777777778	0	4.888888889	1	1.777777778	0	4.888888889	-41.6454813	-73.6619763
Los Lagos	Isla Amortajado	ARENA	Reproductiva	2	0	4.4	1	2	0	4.4	-41.6491668	-73.6798406
Los Lagos	Huelmo--Punta Capacho	ARENA	Reproductiva	0.4	0	0.8	0.67	0.597014925	0	1.194029851	-41.6660836	-73.0670428
Los Lagos	Huelmo--Punta Capacho	ARENA	No reproductiva	0	0	0	0.67	0	0	0	-41.6660836	-73.0670428
Los Lagos	SN Humedales del Río Maullín--Humedal Amortajado	ARENA	No reproductiva	5.888888889	0.777777778	13.10833333	1	5.888888889	0.777777778	13.10833333	-41.6769694	-73.6883972
Los Lagos	SN Humedales del Río Maullín--Humedal Amortajado	ARENA	Reproductiva	3.5	0.5	7.7975	1	3.5	0.5	7.7975	-41.6769694	-73.6883972
Los Lagos	Caleta La Arena	ARENA	No reproductiva	0.233333333	0	0.666666667	0.41	0.569105691	0	1.62601626	-41.6924232	-72.6412429
Los Lagos	Caleta La Arena	ARENA	Reproductiva	0.380952381	0.063492063	0.825396825	0.41	0.929152149	0.154858691	2.013162989	-41.6924232	-72.6412429
Los Lagos	Estero Chipue--Desembocadura	ARENA	Reproductiva	18	0	54	1	18	0	54	-41.6985059	-72.9094265
Los Lagos	Puerto del Yate	ARENA	No reproductiva	0	0	0	0	0	0	0	-41.7001732	-72.394612
Los Lagos	Estero Rulo	ESTUARIO	No reproductiva	66.94736842	30.85657895	111.2921053	0.54	123.9766082	57.14181287	206.0964912	-41.7014081	-73.0948125
Los Lagos	Estero Rulo	ESTUARIO	Reproductiva	24.51612903	12.19758065	40.15725806	0.54	45.40023895	22.58811231	74.36529271	-41.7014081	-73.0948125
Los Lagos	Lobería Punta El Horno	ROCA	No reproductiva	0	0	0	0	0	0	0	-41.7048422	-72.6324196
Los Lagos	Lobería Punta El Horno	ROCA	Reproductiva	0	0	0	0	0	0	0	-41.7048422	-72.6324196
Los Lagos	Huito	ESTUARIO	No reproductiva	8.459459459	4.623648649	12.94527027	0.7	12.08494208	6.605212355	18.49324324	-41.7157551	-73.1532212
Los Lagos	Huito	ESTUARIO	Reproductiva	3.5	2.020833333	5.373958333	0.7	5	2.886904762	7.677083333	-41.7157551	-73.1532212
Los Lagos	Río Llaguepe--Desembocadura	ARENA	No reproductiva	0.25	0	0.75	0.6	0.416666667	0	1.25	-41.7196821	-72.485952
Los Lagos	Llahuepe	ARENA	No reproductiva	0	0	0	0	0	0	0	-41.7248232	-72.4928245
Los Lagos	Caleta Puelche	ROCA	No reproductiva	0.5	0	1.5	0.48	1.041666667	0	3.125	-41.7396926	-72.6477697
Los Lagos	Caleta Puelche	ROCA	Reproductiva	0.285714286	0	0.714285714	0.48	0.595238095	0	1.488095238	-41.7396926	-72.6477697
Los Lagos	Carelmapu--Mar Brava	ARENA	No reproductiva	0.625	0.125	1.25	1	0.625	0.125	1.25	-41.7412331	-73.7350282
Los Lagos	Carelmapu--Mar Brava	ARENA	Reproductiva	0.258064516	0.064516129	0.516129032	1	0.258064516	0.064516129	0.516129032	-41.7412331	-73.7350282
Los Lagos	Carelmapu	OTRO	No reproductiva	1.692307692	0	3.688461538	0.25	6.769230769	0	14.75384615	-41.7483588	-73.7059665
Los Lagos	Carelmapu	OTRO	Reproductiva	0	0	0	0.25	0	0	0	-41.7483588	-73.7059665
Los Lagos	Poza de Carelmapu	ESTUARIO	Reproductiva	3.6	0	8.4	0.7	5.142857143	0	12	-41.7531933	-73.6510134
Los Lagos	Río Lenqui--Desembocadura	ARENA	No reproductiva	2	0	6	0.75	2.666666667	0	8	-41.7610565	-73.6242702
Los Lagos	Peñasmo	ARENA	Reproductiva	1.666666667	0	3	0.75	2.222222222	0	4	-41.7611618	-73.2505474
Los Lagos	Río Mañihueico--Desembocadura	ARENA	No reproductiva	1	0	3	1	1	0	3	-41.7621378	-72.678876
Los Lagos	Calbuco--puerto	OTRO	Reproductiva	0.333333333	0	0.8	0.45	0.740740741	0	1.777777778	-41.7639252	-73.1318591
Los Lagos	Calbuco--puerto	OTRO	No reproductiva	0	0	0	0.45	0	0	0	-41.7639252	-73.1318591
Los Lagos	Cruce a Puluqui	ARENA	No reproductiva	11.625	3.625	23.75	1	11.625	3.625	23.75	-41.7675988	-73.0938005
Los Lagos	Cruce a Puluqui	ARENA	Reproductiva	0.6	0	1.2	1	0.6	0	1.2	-41.7675988	-73.0938005
Los Lagos	Colaco 2	ARENA	No reproductiva	6.666666667	0	16	0.8	8.333333333	0	20	-41.7686404	-73.3552911
Los Lagos	Colaco 2	ARENA	Reproductiva	3.666666667	1.891666667	5.555555556	0.8	4.583333333	2.364583333	6.944444444	-41.7686404	-73.3552911
Los Lagos	Frente Colaco	ARENA	No reproductiva	1.444444444	0.444444444	2.888888889	0.62	2.329749104	0.716845878	4.659498208	-41.7712477	-73.3428812
Los Lagos	Frente Colaco	ARENA	Reproductiva	2.375	1.25	3.621875	0.62	3.830645161	2.016129032	5.841733871	-41.7712477	-73.3428812
Los Lagos	San Antonio (Los Lagos)	ESTUARIO	No reproductiva	9.375	2.875	17.246875	0.2	46.875	14.375	86.234375	-41.7729195	-73.2334909
Los Lagos	San Antonio (Los Lagos)	ESTUARIO	Reproductiva	1.166666667	0	2.833333333	0.2	5.833333333	0	14.16666667	-41.7729195	-73.2334909
Los Lagos	Calbuco	ARENA	Reproductiva	1.75	0.5	3.375	0.53	3.301886792	0.943396226	6.367924528	-41.7753444	-73.1364584
Los Lagos	Canal Quihua	ARENA	No reproductiva	3.333333333	0.5	7.333333333	1	3.333333333	0.5	7.333333333	-41.7761755	-73.1960504
Los Lagos	Canal Quihua	ARENA	Reproductiva	2.853658537	1.756097561	4.146341463	1	2.853658537	1.756097561	4.146341463	-41.7761755	-73.1960504
Los Lagos	Colaco	ARENA	Reproductiva	3.8	1.8	5.6	1	3.8	1.8	5.6	-41.7832999	-73.3833
Los Lagos	San José--Costa	ARENA	No reproductiva	1.347826087	0.435869565	2.564130435	0.95	1.418764302	0.458810069	2.699084668	-41.7856722	-73.1910768
Los Lagos	San José--Costa	ARENA	Reproductiva	2.384615385	1.076923077	3.921153846	0.95	2.510121457	1.133603239	4.127530364	-41.7856722	-73.1910768
Los Lagos	Pureo	ARENA	No reproductiva	4.764705882	2.235294118	9.175	1	4.764705882	2.235294118	9.175	-41.79	-73.216
Los Lagos	Pureo	ARENA	Reproductiva	2.170731707	1.097560976	3.414634146	1	2.170731707	1.097560976	3.414634146	-41.79	-73.216
Los Lagos	Humedal Urbano Pargua	ARENA	No reproductiva	5.4	0.205	14.8	0.86	6.279069767	0.238372093	17.20930233	-41.7905935	-73.4555383
Los Lagos	Humedal Urbano Pargua	ARENA	Reproductiva	4.952380952	0.761904762	12.47619048	0.86	5.758582503	0.88593577	14.50719823	-41.7905935	-73.4555383
Los Lagos	Bahía Guapilacuy	ARENA	No reproductiva	4	0.8	7.6	1	4	0.8	7.6	-41.7925286	-73.8994718
Los Lagos	Bahía Guapilacuy	ARENA	Reproductiva	13.18181818	5.272727273	22	1	13.18181818	5.272727273	22	-41.7925286	-73.8994718
Los Lagos	Río Contao--Desembocadura	ESTUARIO	No reproductiva	8	6	10	1	8	6	10	-41.7926364	-72.7161338
Los Lagos	Río Contao--Desembocadura	ESTUARIO	Reproductiva	13.33333333	1.833333333	31.15833333	1	13.33333333	1.833333333	31.15833333	-41.7926364	-72.7161338
Los Lagos	Playa Guapacho	ARENA	No reproductiva	2	0	5.2	1	2	0	5.2	-41.7927526	-73.9244485
Los Lagos	Playa Guapacho	ARENA	Reproductiva	4	0	10	1	4	0	10	-41.7927526	-73.9244485
Los Lagos	Sector Cabo Froward	ESTUARIO	No reproductiva	13.31944444	10.72256944	15.97222222	0.7	19.02777778	15.31795635	22.81746032	-41.7941532	-73.2083343
Los Lagos	Sector Cabo Froward	ESTUARIO	Reproductiva	8.727272727	5.218181818	12.99545455	0.7	12.46753247	7.454545455	18.56493506	-41.7941532	-73.2083343
Los Lagos	Pargua	ARENA	No reproductiva	1	0.466666667	1.666666667	1	1	0.466666667	1.666666667	-41.796528	-73.4660912
Los Lagos	Pargua	ARENA	Reproductiva	0.985074627	0.52238806	1.447761194	1	0.985074627	0.52238806	1.447761194	-41.796528	-73.4660912
Los Lagos	Pargua--Muelle Punta Coronel	OTRO	Reproductiva	1.219512195	0.292682927	2.512195122	0.08	15.24390244	3.658536585	31.40243902	-41.7994049	-73.4792631
Los Lagos	Pargua--Muelle Punta Coronel	OTRO	No reproductiva	0	0	0	0.08	0	0	0	-41.7994049	-73.4792631
Los Lagos	Caicaén	ARENA	No reproductiva	0.4	0	1.2	0.9	0.444444444	0	1.333333333	-41.7999645	-73.1842096
Los Lagos	Caicaén	ARENA	Reproductiva	1.117647059	0.354411765	1.882352941	0.9	1.241830065	0.39379085	2.091503268	-41.7999645	-73.1842096
Los Lagos	Río Punin--Desembocadura	ESTUARIO	No reproductiva	4	1.428571429	6.714285714	0.8	5	1.785714286	8.392857143	-41.805369	-72.730729
Los Lagos	Río Punin--Desembocadura	ESTUARIO	Reproductiva	2.666666667	1.333333333	4.333333333	0.8	3.333333333	1.666666667	5.416666667	-41.805369	-72.730729
Los Lagos	Punta Pugueñun	ARENA	No reproductiva	10.05263158	2.578947368	18.89342105	0.9	11.16959064	2.865497076	20.99269006	-41.8061825	-73.6444149
Los Lagos	Punta Pugueñun	ARENA	Reproductiva	11.56	5.321	19.037	0.9	12.84444444	5.912222222	21.15222222	-41.8061825	-73.6444149
Los Lagos	Caicaen--Playa La Arena	ARENA	No reproductiva	1.363636364	0.363636364	2.636363636	0.67	2.035278155	0.542740841	3.934871099	-41.8067493	-73.1551051
Los Lagos	Caicaen--Playa La Arena	ARENA	Reproductiva	2.5	1.55	3.74875	0.67	3.731343284	2.313432836	5.595149254	-41.8067493	-73.1551051
Los Lagos	Puerto Elvira--Acceso	ARENA	Reproductiva	0.444444444	0	1.333333333	1	0.444444444	0	1.333333333	-41.8072131	-73.5668993
Los Lagos	Punta Abtao	ARENA	No reproductiva	35.25	12	58.5	0.47	75	25.53191489	124.4680851	-41.8109272	-73.3496158
Los Lagos	Punta Guabún	ARENA	No reproductiva	0.4	0	1.2	0.6	0.666666667	0	2	-41.8112196	-74.042573
Los Lagos	Punta Guabún	ARENA	Reproductiva	6.888888889	0.333333333	16.55555556	0.6	11.48148148	0.555555556	27.59259259	-41.8112196	-74.042573
Los Lagos	Bahía Caulín	ARENA	No reproductiva	4	0.333333333	10.5	1	4	0.333333333	10.5	-41.8145984	-73.6285635
Los Lagos	Bahía Caulín	ARENA	Reproductiva	12.31818182	5.227272727	21.22727273	1	12.31818182	5.227272727	21.22727273	-41.8145984	-73.6285635
Los Lagos	Puente Pullihue	ROCA	Reproductiva	3.5	0	8.833333333	0.2	17.5	0	44.16666667	-41.8191078	-73.9869212
Los Lagos	Caulín	ARENA	No reproductiva	13.96581197	8.74465812	20.68867521	1	13.96581197	8.74465812	20.68867521	-41.8259378	-73.6275078
Los Lagos	Caulín	ARENA	Reproductiva	15.99259259	12.73845679	19.61753086	1	15.99259259	12.73845679	19.61753086	-41.8259378	-73.6275078
Los Lagos	Estero Chacao--Desembocadura	ARENA	No reproductiva	0.666666667	0	2	0.4	1.666666667	0	5	-41.826594	-73.5258892
Los Lagos	Estero Chacao--Desembocadura	ARENA	Reproductiva	9.392857143	1.642857143	23.60535714	0.4	23.48214286	4.107142857	59.01339286	-41.826594	-73.5258892
Los Lagos	Chacao	OTRO	No reproductiva	2.166666667	1	3.428571429	0.35	6.19047619	2.857142857	9.795918367	-41.827107	-73.520143
Los Lagos	Chacao	OTRO	Reproductiva	2.202830189	1.519103774	2.961910377	0.35	6.293800539	4.340296496	8.462601078	-41.827107	-73.520143
Los Lagos	Plaza de Chacao	ARENA	Reproductiva	2	0.2	3.8	0.42	4.761904762	0.476190476	9.047619048	-41.8277644	-73.5253909
Los Lagos	Río Guyunden--Puente Huequi	ARENA	Reproductiva	0.222222222	0	0.5	1	0.222222222	0	0.5	-41.828529	-73.6266699
Los Lagos	Fuerte Ahui	ARENA	No reproductiva	1.4	0	3.4	0.38	3.684210526	0	8.947368421	-41.831145	-73.8581719
Los Lagos	Fuerte Ahui	ARENA	Reproductiva	0.65	0.2	1.15	0.38	1.710526316	0.526315789	3.026315789	-41.831145	-73.8581719
Los Lagos	Pullinque--Sector Chiloé Silvestre	ROCA	No reproductiva	0.576923077	0.096153846	1.192307692	0.5	1.153846154	0.192307692	2.384615385	-41.839591	-73.9346752
Los Lagos	Pullinque--Sector Chiloé Silvestre	ROCA	Reproductiva	4.333333333	0.185185185	11.36944444	0.5	8.666666667	0.37037037	22.73888889	-41.839591	-73.9346752
Los Lagos	Quetalmahue--oeste	ROCA	Reproductiva	21.5	9.628125	37.621875	0.6	35.83333333	16.046875	62.703125	-41.8454962	-73.9995852
Los Lagos	Quetalmahue--este	ROCA	No reproductiva	4.8	2	8	0.35	13.71428571	5.714285714	22.85714286	-41.8483375	-73.9341259
Los Lagos	Río Huicha--Desembocadura	ARENA	Reproductiva	0.363636364	0	0.909090909	1	0.363636364	0	0.909090909	-41.8518757	-73.7377252
Los Lagos	Isla Puluqui--Poza Llaicha	ARENA	No reproductiva	5	0	11.66666667	0.85	5.882352941	0	13.7254902	-41.852611	-73.032192
Los Lagos	Isla Puluqui--Poza Llaicha	ARENA	Reproductiva	2.727272727	0.545454545	5.454545455	0.85	3.20855615	0.64171123	6.417112299	-41.852611	-73.032192
Los Lagos	Humedal La Poza	ARENA	No reproductiva	0.125	0	0.375	1	0.125	0	0.375	-41.8571746	-72.7859582
Los Lagos	SN Morro Muerto	ARENA	Reproductiva	0.4	0	0.8	1	0.4	0	0.8	-41.8574039	-73.7554466
Los Lagos	Quetalmahue	OTRO	Reproductiva	0.777777778	0.223611111	1.3875	0.3	2.592592593	0.74537037	4.625	-41.8574417	-73.9565103
Los Lagos	Morro de Arena Gruesa	OTRO	No reproductiva	1.444444444	0	3.108333333	0.4	3.611111111	0	7.770833333	-41.8594934	-73.8290691
Los Lagos	Morro de Arena Gruesa	OTRO	Reproductiva	0.44	0.08	0.92	0.4	1.1	0.2	2.3	-41.8594934	-73.8290691
Los Lagos	Playa Las Gaviotas	ARENA	Reproductiva	2.5	2	3	0.93	2.688172043	2.150537634	3.225806452	-41.8608565	-73.7585981
Los Lagos	Puente Quilo	ARENA	No reproductiva	18.05882353	8.589705882	30.34926471	0.5	36.11764706	17.17941176	60.69852941	-41.8611474	-73.9823198
Los Lagos	Puente Quilo	ARENA	Reproductiva	32.6779661	22.11991525	45.40466102	0.5	65.3559322	44.23983051	90.80932203	-41.8611474	-73.9823198
Los Lagos	Fuerte San Antonio--Playa	OTRO	No reproductiva	2.333333333	0	7	0.11	21.21212121	0	63.63636364	-41.8614546	-73.8303763
Los Lagos	Fuerte San Antonio--Playa	OTRO	Reproductiva	0.6	0	1.8	0.11	5.454545455	0	16.36363636	-41.8614546	-73.8303763
Los Lagos	Fuerte San Antonio	OTRO	Reproductiva	0.034482759	0	0.103448276	0.11	0.313479624	0	0.940438871	-41.862116	-73.8309544
Los Lagos	Fuerte San Antonio	OTRO	No reproductiva	0	0	0	0.11	0	0	0	-41.862116	-73.8309544
Los Lagos	Ancud	OTRO	No reproductiva	0.526315789	0	1.578947368	0.6	0.877192982	0	2.631578947	-41.8636804	-73.8145638
Los Lagos	Ancud	OTRO	Reproductiva	0.25	0.083333333	0.483333333	0.6	0.416666667	0.138888889	0.805555556	-41.8636804	-73.8145638
Los Lagos	Muelle de Ancud	OTRO	Reproductiva	0.2	0	0.533333333	0.4	0.5	0	1.333333333	-41.867077	-73.8320826
Los Lagos	Muelle de Ancud	OTRO	No reproductiva	0	0	0	0.4	0	0	0	-41.867077	-73.8320826
Los Lagos	Quildaco Bajo--Playa	ARENA	No reproductiva	1.125	0.375	2	0.8	1.40625	0.46875	2.5	-41.867746	-72.791699
Los Lagos	Quildaco Bajo--Playa	ARENA	Reproductiva	1.52	0.16	3.719	0.8	1.9	0.2	4.64875	-41.867746	-72.791699
Los Lagos	Plazoleta Goleta Ancud	OTRO	No reproductiva	0.086956522	0	0.260869565	0.35	0.248447205	0	0.745341615	-41.8686141	-73.8306919
Los Lagos	Plazoleta Goleta Ancud	OTRO	Reproductiva	0	0	0	0.35	0	0	0	-41.8686141	-73.8306919
Los Lagos	Ancud--costanera	OTRO	No reproductiva	0.066666667	0	0.2	0.5	0.133333333	0	0.4	-41.8709635	-73.8294768
Los Lagos	Ancud--costanera	OTRO	Reproductiva	0.416666667	0.083333333	0.895833333	0.5	0.833333333	0.166666667	1.791666667	-41.8709635	-73.8294768
Los Lagos	Río Cumpillen--Puente Caipulli	ARENA	No reproductiva	15.77777778	0.666666667	44.66666667	1	15.77777778	0.666666667	44.66666667	-41.8710308	-73.7681649
Los Lagos	Río Cumpillen--Puente Caipulli	ARENA	Reproductiva	5.623853211	3.303211009	8.375917431	1	5.623853211	3.303211009	8.375917431	-41.8710308	-73.7681649
Los Lagos	Estero Coipomo--Playa	ARENA	Reproductiva	1.2	0	3.6	0.45	2.666666667	0	8	-41.8740524	-73.7801837
Los Lagos	Ancud--Playa Fátima	ARENA	No reproductiva	0.888888889	0.222222222	1.888888889	0.6	1.481481481	0.37037037	3.148148148	-41.874104	-73.8300323
Los Lagos	Ancud--Playa Fátima	ARENA	Reproductiva	0.375	0	0.875	0.6	0.625	0	1.458333333	-41.874104	-73.8300323
Los Lagos	Ancud--Muelle Pudeto	OTRO	No reproductiva	0.428571429	0.107142857	0.820982143	0.27	1.587301587	0.396825397	3.040674603	-41.8744601	-73.8000597
Los Lagos	Ancud--Muelle Pudeto	OTRO	Reproductiva	2.581632653	1.326785714	4.223979592	0.27	9.561602419	4.914021164	15.64436886	-41.8744601	-73.8000597
Los Lagos	Estero Coipomo--Puente Pudeto	OTRO	No reproductiva	2.933333333	0.266666667	7.466666667	0.6	4.888888889	0.444444444	12.44444444	-41.8761438	-73.7863255
Los Lagos	Estero Coipomo--Puente Pudeto	OTRO	Reproductiva	2.489361702	1.021276596	4.063829787	0.6	4.14893617	1.70212766	6.773049645	-41.8761438	-73.7863255
Los Lagos	Pilluco	ROCA	Reproductiva	1.906976744	0.512209302	4.11627907	0.2	9.534883721	2.561046512	20.58139535	-41.876663	-73.9208315
Los Lagos	Pilluco	ROCA	No reproductiva	0	0	0	0.2	0	0	0	-41.876663	-73.9208315
Los Lagos	Playa Mar Brava--Humedales	ARENA	No reproductiva	1.193548387	0	2.967741935	1	1.193548387	0	2.967741935	-41.8776176	-73.9959441
Los Lagos	Playa Mar Brava--Humedales	ARENA	Reproductiva	3.543209877	2.259567901	5.012345679	1	3.543209877	2.259567901	5.012345679	-41.8776176	-73.9959441
Los Lagos	Ancud--Parque y Humedal junto al estadio	OTRO	Reproductiva	0.5	0	1.5	0.1	5	0	15	-41.8783905	-73.7947355
Los Lagos	Isla Queullin	ARENA	Reproductiva	0.5	0	1.5	1	0.5	0	1.5	-41.8784283	-72.9143375
Los Lagos	Playa Lechagua	ARENA	No reproductiva	4.25	0.833333333	8.666666667	1	4.25	0.833333333	8.666666667	-41.8797075	-73.8731617
Los Lagos	Playa Lechagua	ARENA	Reproductiva	2.784313725	0.980392157	4.940686275	1	2.784313725	0.980392157	4.940686275	-41.8797075	-73.8731617
Los Lagos	Manao	ARENA	No reproductiva	2.857142857	0.142857143	8	0.25	11.42857143	0.571428571	32	-41.8817235	-73.5342005
Los Lagos	Manao	ARENA	Reproductiva	26.21428571	6.428571429	48.925	0.25	104.8571429	25.71428571	195.7	-41.8817235	-73.5342005
Los Lagos	Humedal Pudeto--norte	OTRO	No reproductiva	0.176470588	0	0.411764706	0.3	0.588235294	0	1.37254902	-41.8824444	-73.7927614
Los Lagos	Humedal Pudeto--norte	OTRO	Reproductiva	0.274193548	0.096774194	0.505241935	0.3	0.913978495	0.322580645	1.684139785	-41.8824444	-73.7927614
Los Lagos	Playa Mar Brava--playa y dunas	ARENA	No reproductiva	4.272727273	2.409659091	6.499431818	1	4.272727273	2.409659091	6.499431818	-41.8840799	-73.9946727
